"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(FTM)","Value_OUT(FTM)","CurrentValue @ $0.9838/FTM","TxnFee(FTM)","TxnFee(USD)","Historical $Price/FTM","Status","ErrCode","Method"
"0xe1a7f7f066fd72ab155f76dda892e9b7ca868ea050f8a108d34d29c7f5cba15a","37120266","1651122135","2022-04-28 05:02:15","0x544d2120fa52e71e1048081e6df256b06e192f48","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.2530575","0.2489579685","","","","Redeem Fractional DEI",""
"0x818ad6d3c4c0b06d9877e0dde4e08f2faeba9eb3be0b4b95f1e8f083895487b7","37120271","1651122147","2022-04-28 05:02:27","0xbd6c1e096c66d4fd93d71cfc270387c9f8236cf9","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.121765765516","0.119793160114641","","","","Redeem Fractional DEI",""
"0xd93903e7dd82a5f7a564baba3c377ceddd61c4216cc24854daa718bf984ba713","37120280","1651122172","2022-04-28 05:02:52","0x41c6beb49d2d471c1f6889c800c6ae92c6d1abb3","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.2239","0.22027282","","","","Collect Collateral",""
"0x1045ab548c088ff0dff28913016b3482965700ee36dadcc2d6856b0e22f9502b","37120289","1651122188","2022-04-28 05:03:08","0x544d2120fa52e71e1048081e6df256b06e192f48","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.0302520413925","0.0297619583219415","","","","Collect Collateral",""
"0xa238b8c1d439db35ab201bcd1d92e56643202220641566a33e0a2b8ffc281782","37120301","1651122212","2022-04-28 05:03:32","0xbd6c1e096c66d4fd93d71cfc270387c9f8236cf9","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.0315242971675","0.0310136035533865","","","","Collect Collateral",""
"0x3da6e0e458ee4eb72d02b03bf8f1bdd83634c7fe22119682f3d2eda3ce389d34","37120335","1651122275","2022-04-28 05:04:35","0x41c6beb49d2d471c1f6889c800c6ae92c6d1abb3","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.686025","0.674911395","","","","Redeem Fractional DEI",""
"0xc322052b0a4773f4741c988d7b47791b139e4a10e7a67173420eb101bb2bae51","37120340","1651122285","2022-04-28 05:04:45","0x0fe1aa632a2837239f218e3efad21e8018a9f4ef","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.1094064111824","0.107634027321245","","","","Redeem Fractional DEI",""
"0xbfb32a307cb6f54a07c9a473d69c0ed1f0ebb2ade826936155d9fc639d10ddab","37120373","1651122325","2022-04-28 05:05:25","0x41c6beb49d2d471c1f6889c800c6ae92c6d1abb3","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.03761687925","0.03700748580615","","","","Collect Collateral",""
"0x356b95b7fe5f0ea7f5295fb3cf9346baf4e64f29cd5e9db0d33a3a4c2f1d67e0","37120375","1651122327","2022-04-28 05:05:27","0x307fa4d240b49177f52905cad88567aa5bc85b91","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.1155958199074","0.1137231676249","","","","Redeem Fractional DEI",""
"0x6bb7559f1c7496cdcca94d6c88569c4668ad0a5552ce8dafe726ed853d856596","37120414","1651122380","2022-04-28 05:06:20","0x307fa4d240b49177f52905cad88567aa5bc85b91","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.027566216635","0.027119643925513","","","","Collect Collateral",""
"0xd7deaafde4b7974b54a42a5a57b5855dbfd1882e42eb5c8a5069afd7107a3aa2","37120444","1651122425","2022-04-28 05:07:05","0x0fe1aa632a2837239f218e3efad21e8018a9f4ef","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.038961454725","0.038330279158455","","","","Collect Collateral",""
"0xf3046cb42ad7f432e604eb9e2ed161dce66a7b2fe0321c52b7cad1dfe56526c6","37120572","1651122578","2022-04-28 05:09:38","0x16e637c4cab6be4ad900329c0f08bbcb9810378c","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.09113072949","0.089654411672262","","","","Redeem Fractional DEI",""
"0x0dea1e62039a18261136c5be91389ad4d2e7d271f2a914b0f75aae7e5d86ebd5","37120574","1651122580","2022-04-28 05:09:40","0x16e637c4cab6be4ad900329c0f08bbcb9810378c","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.066284162024","0.0652103585992112","","Error(0)","Reverted","Redeem Fractional DEI",""
"0xa75201d6e2f3e638544a76084b820a26d7f6637492118523ad96cb3d9eb2fbbe","37120639","1651122655","2022-04-28 05:10:55","0x8ba7ec23e4f4121ec87c9fe8942e7144248a6ea5","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.506115","0.497915937","","","","Redeem Fractional DEI",""
"0x14111975b6d9995a7cdd791bc735e9287088371cca10239b59c12fe967ca9eec","37120686","1651122716","2022-04-28 05:11:56","0x16e637c4cab6be4ad900329c0f08bbcb9810378c","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.0189752789125","0.0186678793941175","","","","Collect Collateral",""
"0xbd2f8ef192af866a3e8038f935a01a151b234a27bd0a4280f79540055ad7eab7","37120689","1651122719","2022-04-28 05:11:59","0x8ba7ec23e4f4121ec87c9fe8942e7144248a6ea5","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.0268806111675","0.0264451452665865","","","","Collect Collateral",""
"0xb1adbf0c1512ae27ea6beac5e50c779628e47ea6185007aa134e5ad248a9594c","37120823","1651122869","2022-04-28 05:14:29","0xa89202ce2d612d4f9764a0ee00d1f2d0c552ba17","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.0964019778579","0.094840265816602","","","","Redeem Fractional DEI",""
"0x00bfb6757e84372158356143e116ba29058f3351241d2ebae447543d9558b1d7","37120875","1651122932","2022-04-28 05:15:32","0xa89202ce2d612d4f9764a0ee00d1f2d0c552ba17","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.01912439701","0.018814581778438","","","","Collect Collateral",""
"0x60f7bd40eb8e9b3e4d149f0b03d51f10bf4b1b698d513a4e84c18fefc99ea49c","37120902","1651122957","2022-04-28 05:15:57","0x41c6beb49d2d471c1f6889c800c6ae92c6d1abb3","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.54882","0.539929116","","","","Redeem Fractional DEI",""
"0xdc37cc3d902fdf1a151b84e5e4cb575a239c14928e8797b55803d45f3c6fb4d3","37121013","1651123067","2022-04-28 05:17:47","0x41c6beb49d2d471c1f6889c800c6ae92c6d1abb3","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.0335086892825","0.0329658485161235","","","","Collect Collateral",""
"0x44453e7ab21bc0a51208763cfee06f1335847d6b9129aab193ddcd6de02edfca","37121133","1651123198","2022-04-28 05:19:58","0x41c6beb49d2d471c1f6889c800c6ae92c6d1abb3","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.686025","0.674911395","","","","Redeem Fractional DEI",""
"0xec8f21fa82b8b0994c6e4a5490033667756d43aef402575a22ed9a1eb7a9dfcb","37121215","1651123287","2022-04-28 05:21:27","0x41c6beb49d2d471c1f6889c800c6ae92c6d1abb3","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.0260291194675","0.0256074477321265","","","","Collect Collateral",""
"0xc1082a0ed97a6f04bcbf9f0a50984d103df647990492ca080c5cfc8ef05bdbe2","37121463","1651123668","2022-04-28 05:27:48","0xaaa79d6f0307fc103d7fdeb04c659c1c0c398fff","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.265881070719","0.261573797373352","","","","Redeem Fractional DEI",""
"0xeb96dccb59a6c4780e1e8b44c2c36cbf054b7eb149e87d11128113834e98db9b","37121513","1651123770","2022-04-28 05:29:30","0xaaa79d6f0307fc103d7fdeb04c659c1c0c398fff","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.03616976877","0.035583818515926","","","","Collect Collateral",""
"0xe05e9f3f60c7dd8a23394f293b53e4c554264a9af7db76d84700da4ff939b4e9","37123313","1651125673","2022-04-28 06:01:13","0xf72cd97a579fb4b06588812ad3bf3f9c739f02a3","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.0843395","0.0829732001","","","","Redeem Fractional DEI",""
"0x57f0522350945afab6ed98742af95bc52218dbc381a4fd4f74b1b34ce753d323","37123417","1651125773","2022-04-28 06:02:53","0xf72cd97a579fb4b06588812ad3bf3f9c739f02a3","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.0201125","0.0197866775","","","","Collect Collateral",""
"0x01d2758ddbd46b69f46cbdd845a3560cb36b15b05c00aafcc117e78dd11d9f4f","37124150","1651126576","2022-04-28 06:16:16","0x6ec7b4fec23015ed9daa8dbf0e3573da69e5d36e","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.0617736271256","0.0607728943661653","","","","Redeem Fractional DEI",""
"0x85d9745ddc33912ddefb461fc4c993a09acaa309fca66e734b3280cf40423fe5","37124195","1651126618","2022-04-28 06:16:58","0x6ec7b4fec23015ed9daa8dbf0e3573da69e5d36e","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.02040774613","0.020077140642694","","","","Collect Collateral",""
"0x7cdd1419087a156f9a7bd1e554f1cc906826fa41197c6d470a5d0b12cf339a7e","37124726","1651127382","2022-04-28 06:29:42","0x9fb470376f12af151c9ce88bf7b4acaa13bad02b","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.06776238771","0.066664637029098","","","","Redeem Fractional DEI",""
"0x36be3b9dc17d0bbc64a55dc81256da349ead6ffaf31cf472c137eb0c1b6ee763","37124787","1651127439","2022-04-28 06:30:39","0x9fb470376f12af151c9ce88bf7b4acaa13bad02b","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.02243596667","0.022072504009946","","","","Collect Collateral",""
"0xa5f4f93a763b88d15a6f900f121c0ca44eb49e40c3f8dbf487d3c9895accdde7","37125223","1651127874","2022-04-28 06:37:54","0x72c5cd18a51d53db34072546a7a38a4f73600d92","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.0602203935383","0.0592448231629795","","","","Redeem Fractional DEI",""
"0x40d319a071b1b5fdda8e7626565f8996e5d70bf6e7de2717e4737901731869f5","37125261","1651127911","2022-04-28 06:38:31","0x72c5cd18a51d53db34072546a7a38a4f73600d92","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.01408703322","0.013858823281836","","","","Collect Collateral",""
"0xfa912eab6e803af885ed0a73a9546678bfac4fc1d81d9da3fd663ad816d89fcc","37125703","1651128344","2022-04-28 06:45:44","0x42c7a0438e27617b982fab95348f05cc02d6d092","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.0581736510135","0.0572312378670813","","","","Redeem Fractional DEI",""
"0x729239219beb05536044d1f89214e8a100bb9a2c61cbd24036913c155893b0d8","37125768","1651128421","2022-04-28 06:47:01","0x42c7a0438e27617b982fab95348f05cc02d6d092","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.0138966112","0.01367148609856","","","","Collect Collateral",""
"0xba916f6121bbbf5314234d75bbde0c386b3658b8c143066aba9e17208ef91cda","37126040","1651128700","2022-04-28 06:51:40","0x2e15d7aa0650de1009710fdd45c3468d75ae1392","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.0621977136022","0.0611901106418444","","","","Redeem Fractional DEI",""
"0x6968dd65cf09dbc9825e3d45c7d7d8f93d7bbae1a0586ece62dd79ad8e7e63cb","37126114","1651128844","2022-04-28 06:54:04","0x708c9d44eafac41fa7217bd8390fc2b18613e739","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.5618486031165","0.552746655746013","","","","Redeem Fractional DEI",""
"0x81ba32ee69dc6242ff292a66e73541d501d981898b1d47acd50db51da9a7f81d","37126135","1651128898","2022-04-28 06:54:58","0x2e15d7aa0650de1009710fdd45c3468d75ae1392","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.11123","0.109428074","","","","Collect Collateral",""
"0xa0a7c05d453a9f34404d921b32f6f7c74c88b4e5ac32c70d6d6d0e9836d07513","37126147","1651128922","2022-04-28 06:55:22","0x708c9d44eafac41fa7217bd8390fc2b18613e739","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.1881461198825","0.185098152740404","","","","Collect Collateral",""
"0xfb86b7ef052a93b482d2a012e7b41549f83a14af91a6bf275c838dc0e116d9e2","37126159","1651128954","2022-04-28 06:55:54","0xed320bf569e5f3c4e9313391708ddbfc58e296bb","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","1.01223","0.995831874","","","","Redeem Fractional DEI",""
"0x2b1100e30f8098d2f8d3eb8d077c88d8bb6d3410b92021e0001edc39d746328b","37126218","1651129079","2022-04-28 06:57:59","0xed320bf569e5f3c4e9313391708ddbfc58e296bb","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.202166074488","0.198890984081294","","","","Collect Collateral",""
"0xd6ee9f7dc6c0f9a9847ef5c6927c9568284590f336961b5852126a7619db721b","37126535","1651129726","2022-04-28 07:08:46","0x27d4a79f9096f1b337de23d089d27c0eca313979","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.2530575","0.2489579685","","","","Redeem Fractional DEI",""
"0x148ec9629f6f7e72b1a6dbe78f1dcad42e6e0a78809f9f4df5d1fed23f5726e2","37126559","1651129793","2022-04-28 07:09:53","0x27d4a79f9096f1b337de23d089d27c0eca313979","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.025165274085","0.024757596644823","","","","Collect Collateral",""
"0x22e6894fb68419947ccc0edfd913fccbe51545b90e68c2570d908126be727473","37126649","1651129976","2022-04-28 07:12:56","0x3d216ebbda0bcd9bc31ea4e8116158221fc34543","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.0757597964996","0.0745324877963065","","","","Redeem Fractional DEI",""
"0xe884a617fadf6f8c50243713c3cb7837677e69d1eb1b422d7f5ae67d2bb6edd7","37126669","1651130008","2022-04-28 07:13:28","0x0bbe643d5d9dd0498d0c9546f728504a4aab78f4","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.075994719336","0.0747636048827568","","","","Redeem Fractional DEI",""
"0x351bdeaa6915f2b466211cd2504d0a4553076ae0171a5d7beeb7fdadf1c7a5a6","37126678","1651130032","2022-04-28 07:13:52","0x3d216ebbda0bcd9bc31ea4e8116158221fc34543","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.025510841345","0.025097565715211","","","","Collect Collateral",""
"0x44ffcc1103170768407d8fb7ee3dcb9bb75ac776cec30f1c529a0dc421254f6b","37126697","1651130064","2022-04-28 07:14:24","0x0bbe643d5d9dd0498d0c9546f728504a4aab78f4","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.018520016385","0.018219992119563","","","","Collect Collateral",""
"0xa3380281830996ea66e50cab5239100a36fbb2a3c26f9ab94777069cbef2dc7c","37127241","1651131015","2022-04-28 07:30:15","0x6568ffd045030d6f008fa12214d69ce51100b615","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.109299414465","0.107528763950667","","","","Redeem Fractional DEI",""
"0x9791c465f75373901442d7ac03fcdb430f516fe17401774b42d4080459abf978","37127320","1651131099","2022-04-28 07:31:39","0x6568ffd045030d6f008fa12214d69ce51100b615","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.019082844585","0.018773702502723","","","","Collect Collateral",""
"0x8c3b81ba38d88682b3c5861885633d953a1701b94d6961af18c2e011fe8140c3","37127595","1651131414","2022-04-28 07:36:54","0x11e765721e8f1b13224a73b0361796e32e32bad8","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.0120675","0.0118720065","","","","Collect Collateral",""
"0xbe65f8f0f4a8bb7c0ccf54ff8b5638bbca6a3a03d0a44c6fbd308fcc63d74aa9","37127902","1651131733","2022-04-28 07:42:13","0x35c0578375d034b10dc73d8bb4d26f8c1bff0001","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.0731425082535","0.0719575996197933","","","","Redeem Fractional DEI",""
"0x24f79c933b06a0f808e79777f537dc0313b5f66b137c0e377cc2463817bf746a","37127986","1651131810","2022-04-28 07:43:30","0x35c0578375d034b10dc73d8bb4d26f8c1bff0001","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.02385732865","0.02347083992587","","","","Collect Collateral",""
"0x116a8ba89afc50a7196f285add4285ce97ef993443f5df6f28e6bd76fa552160","37129003","1651133047","2022-04-28 08:04:07","0x1b47235150bcccd6b51f60f175174dd2d579bc13","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.0756989492952","0.0744726263166178","","","","Redeem Fractional DEI",""
"0x2f13338f520c2ab40df84eda413c8fafa7235e150f7aaaf6ea80f46bea3d757a","37129041","1651133118","2022-04-28 08:05:18","0x1b47235150bcccd6b51f60f175174dd2d579bc13","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.0173725942375","0.0170911582108525","","","","Collect Collateral",""
"0x1c849096bc4c3c3a2d24adcb01c7faccfd040196114979cf765d26816dfbfa11","37129135","1651133243","2022-04-28 08:07:23","0x5a09edfcc6f4aa80ef9c996521b1a33650bf4c81","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.079193804769","0.0779108651317422","","","","Redeem Fractional DEI",""
"0x95ea39ff3fa1cfa55054477f0778364769149976f671beba1bfee1eb9da53040","37129310","1651133406","2022-04-28 08:10:06","0x5a09edfcc6f4aa80ef9c996521b1a33650bf4c81","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.0241836684975","0.0237918930678405","","","","Collect Collateral",""
"0xed4db5eabb36aab9a2597ca1bd96ff939966fbe9bc2e95764a515b6a4a64fe87","37130264","1651134457","2022-04-28 08:27:37","0x2a9c628f9b1b06a881407ae457ffb0e51fb7e752","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.0734273596924","0.0722378364653831","","","","Redeem Fractional DEI",""
"0x8b372a720f17451ed3ac3cfb8a149449a3a3edbf3f31895c74d2cde37afa95f9","37130304","1651134513","2022-04-28 08:28:33","0x2a9c628f9b1b06a881407ae457ffb0e51fb7e752","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.0165740394925","0.0163055400527215","","","","Collect Collateral",""
"0xf3353737846ae2e9f790a827f09b085726a9a2860ed153c0e98011b7a268982f","37132575","1651136813","2022-04-28 09:06:53","0xd49963a190caab3bbbafa26136dcc1023ff007af","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.050093204346","0.0492816944355948","","Error(0)","Reverted","Redeem Fractional DEI",""
"0x75c8cec689702f018a1d4aadb7d8c0a22517f22f27d4a4bc6f50df61b4ce0a85","37133983","1651138344","2022-04-28 09:32:24","0x8138d2201ec4b556953b3b959a1771e89b5d53ef","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.061831107","0.0608294430666","","Error(0)","Reverted","Redeem Fractional DEI",""
"0xd76759de748055bf40aa35197acabf6585f504622d9b34bbcf6983429f8e8a33","37141178","1651147059","2022-04-28 11:57:39","0x625eb043b70277577947da2c75f5470ae9ed9c62","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.1299305819708","0.127825706542873","","Error(0)","Reverted","Redeem Fractional DEI",""
"0x550b2fc5fb155a61198f36a6b89f8e91e91f4424bb1e9c4f09ce9f7ee8ce19c1","37143178","1651149265","2022-04-28 12:34:25","0x1ee81a15108866b0aa70aa76445559c49a9556fc","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.3050005680995","0.300059558896288","","Error(0)","Reverted","0xea7d3ca1",""
"0x449973306d9ff969e9fd11140b520c7032ef0ae3c75b873721ce11f59076d1cc","37143263","1651149402","2022-04-28 12:36:42","0x1ee81a15108866b0aa70aa76445559c49a9556fc","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.394565758122","0.388173792840424","","Error(0)","Reverted","0xea7d3ca1",""
"0xb6f43dd0dce67d8bd95481e0679aadab580ff5303de3c4b50763c7f882eaf174","37144691","1651151048","2022-04-28 13:04:08","0x544d2120fa52e71e1048081e6df256b06e192f48","0x9bd5cc542bc922e95ba41c0702555e830f2c1cb4","","0","0","0","0.0649978","0.06394483564","","Error(0)","Reverted","0xea7d3ca1",""
